9ee72106af;Matthias Bläsing;06/10/2017;[NETBEANS-54] Modules review xml.xdm;7;23;14
f29b9587fe;Matthias Bläsing;06/10/2017;[NETBEANS-54] Modules review xml.schema.completion;2;19;14
cca0cde69c;Junichi Yamamoto;06/10/2017;[NETBEANS-54] Module Review team.commons;1;15;38
a81fb156a4;Jan Lahoda;06/10/2017;Updating license header using the updated license header conversion.;8;120;314
7ec0f5db44;tomazst;06/10/2017;[NETBEANS-54] Module Review jumpto;1;15;42
ff9557fb1c;Matthias Bläsing;07/10/2017;[NETBEANS-54] Modules review xml.wsdl.model;1;15;13
51ea9c0115;Matthias Bläsing;07/10/2017;[NETBEANS-54] Modules review xml.schema.model;6;207;206
b3a2ebd532;Bastien Jansen;07/10/2017;[NETBEANS-54] Module Review beans;8;142;11
0ed2eb83b8;Michael Simons;07/10/2017;[NETBEANS-54] Module Review jshell.support;1;15;22
a30e35fe6d;Reema Taneja;07/10/2017;Removed failing test UpdateFromNbmTest;1;0;144
8b059393a2;geertjan;07/10/2017;[NETBEANS-54] Module Review autoupdate.services;1;15;38
fc44b5cbb3;Tuyen Tran;07/10/2017;[NETBEANS-54] Module Review java.examples;1;16;40
38a6dbbb93;Tuyen Tran;07/10/2017;[NETBEANS-54] Module Review java.metrics;18;309;45
56c952886e;Jan Lahoda;08/10/2017;[NETBEANS-54] Module Review applemenu;13;0;479
3761d73831;Jan Lahoda;08/10/2017;Support for testing GoToSupportTest.;1;12;33
28d26c1a25;Antonio Vieiro;08/10/2017;[NETBEANS-54] Module Review libs.freemarker;2;30;62
7302abd032;Michael Simons;08/10/2017;[NETBEANS-54] Module Review java.source.base;3;54;0
4a0209427c;Reema Taneja;08/10/2017;Removed failing tests dependent on nbm;2;0;151
8bc9bf3539;Jan Lahoda;08/10/2017;Adding a utility to create bootclasspath on both non-modular and modular JDK, adding ability to run Java completion tests using JDK's javac.;3;102;21
5c77391052;Matthias Bläsing;08/10/2017;Add support for specifying classifier and extension for maven binaries;1;113;25
2acf5099f2;geertjan;08/10/2017;[NETBEANS-54] Module Review core.multiview;1;15;40
9dddad1f70;Alexander Simon;09/10/2017;avoid java.lang.ClassCastException: java.desktop/javax.swing.text.AbstractDocument$DefaultDocumentEventUndoableWrapper cannot be cast to java.desktop/javax.swing.text.AbstractDocument$DefaultDocumentEvent on JDK-9;1;7;4
